Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
05/2015,5/1/2015,6/1/2015,SoundCloud,"SoundCloud,imgix","SoundCloud,imgix,Boxever","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr","SoundCloud,imgix,Boxever,groom gbr"
06/2015,6/1/2015,7/1/2015,SoundCloud,"SoundCloud,groom gbr","SoundCloud,groom gbr,Boxever","SoundCloud,groom gbr,Boxever,imgix","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien","SoundCloud,groom gbr,Boxever,imgix,Emcien"
07/2015,7/1/2015,8/1/2015,SoundCloud,"SoundCloud,Boxever","SoundCloud,Boxever,Robert Koch-institut","SoundCloud,Boxever,Robert Koch-institut,groom gbr","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix","SoundCloud,Boxever,Robert Koch-institut,groom gbr,imgix"
08/2015,8/1/2015,9/1/2015,SoundCloud,"SoundCloud,Robert Koch-institut","SoundCloud,Robert Koch-institut,Robust Perception","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","SoundCloud,Robert Koch-institut,Robust Perception,groom gbr"
09/2015,9/1/2015,10/1/2015,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,groom gbr","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut"
10/2015,10/1/2015,11/1/2015,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,groom gbr","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut"
11/2015,11/1/2015,12/1/2015,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,groom gbr","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Robert Koch-institut,Red Hat"
12/2015,12/1/2015,1/1/2016,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Robert Koch-institut","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,Red Hat,imgix"
01/2016,1/1/2016,2/1/2016,SoundCloud,"SoundCloud,groom gbr","SoundCloud,groom gbr,Robust Perception","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix","SoundCloud,groom gbr,Robust Perception,Prometheus Consulting,Robert Koch-institut,imgix"
02/2016,2/1/2016,3/1/2016,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Robert Koch-institut","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand","SoundCloud,Robust Perception,Robert Koch-institut,groom gbr,Prometheus Consulting,imgix,Netapsys Grand"
03/2016,3/1/2016,4/1/2016,SoundCloud,"SoundCloud,groom gbr","SoundCloud,groom gbr,Robust Perception","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Prometheus Consulting,Netapsys Grand,imgix"
04/2016,4/1/2016,5/1/2016,groom gbr,"groom gbr,Red Hat","groom gbr,Red Hat,Prometheus Consulting","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix","groom gbr,Red Hat,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Robust Perception,SoundCloud,imgix"
05/2016,5/1/2016,6/1/2016,groom gbr,"groom gbr,Red Hat","groom gbr,Red Hat,Robust Perception","groom gbr,Red Hat,Robust Perception,imgix","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting","groom gbr,Red Hat,Robust Perception,imgix,SoundCloud,Netapsys Grand,Robert Koch-institut,Prometheus Consulting"
06/2016,6/1/2016,7/1/2016,Red Hat,"Red Hat,SoundCloud","Red Hat,SoundCloud,Robert Koch-institut","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting","Red Hat,SoundCloud,Robert Koch-institut,Robust Perception,groom gbr,Prometheus Consulting"
07/2016,7/1/2016,8/1/2016,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Netapsys Grand,imgix,Robert Koch-institut"
08/2016,8/1/2016,9/1/2016,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Prometheus Consulting","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut","SoundCloud,Red Hat,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut"
09/2016,9/1/2016,10/1/2016,SoundCloud,"SoundCloud,Prometheus Consulting","SoundCloud,Prometheus Consulting,Red Hat","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut","SoundCloud,Prometheus Consulting,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut"
10/2016,10/1/2016,11/1/2016,SoundCloud,"SoundCloud,Robust Perception","SoundCloud,Robust Perception,Red Hat","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand","SoundCloud,Robust Perception,Red Hat,Robert Koch-institut,Prometheus Consulting,Netapsys Grand"
11/2016,11/1/2016,12/1/2016,SoundCloud,"SoundCloud,Red Hat","SoundCloud,Red Hat,Robust Perception","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting","SoundCloud,Red Hat,Robust Perception,Robert Koch-institut,Prometheus Consulting"
